TransactionID,ItemID,Quantity,LineTotal
29,503,28,602952
29,513,44,976140
29,514,9,1621539
29,506,36,396576
29,509,39,1337700
29,500,9,423585
29,521,6,75408
30,504,30,1511910
30,516,45,2161980
31,508,45,1496115
31,501,29,3169671
31,523,42,6038214
31,515,48,7182864
31,503,49,1055166
32,515,6,897858
32,503,10,215340
32,521,7,87976
33,523,4,575068
33,518,21,2619792
33,522,43,5596493
33,507,23,1508593
33,503,9,193806
33,504,19,957543
34,505,49,4967963
34,508,14,465458
34,521,47,590696
34,523,5,718835
34,501,43,4699857
34,510,3,278394
34,511,6,115608
35,512,33,3194631
35,510,26,2412748
35,524,5,671875
35,519,17,1002728
35,522,23,2993473
35,500,24,1129560
35,508,31,1030657
35,514,11,1981881
36,505,17,1723579
36,518,2,249504
36,524,12,1612500
36,519,29,1710536
36,516,44,2113936
36,503,37,796758
37,504,39,1965483
37,524,39,5240625
37,505,35,3548545
38,510,13,1206374
38,522,22,2863322
38,512,27,2613789
38,504,48,2419056
38,518,43,5364336
38,509,28,960400
39,513,41,909585
39,504,12,604764
39,522,19,2472869
39,500,20,941300
39,518,36,4491072
39,503,40,861360
40,515,30,4489290
40,517,14,856996
40,502,45,7815510
40,521,33,414744
40,509,1,34300
40,523,39,5606913
41,504,4,201588
41,512,10,968070
41,505,24,2433288
41,506,29,319464
41,519,36,2123424
41,500,14,658910
41,513,10,221850
42,517,47,2877058
42,518,33,4116816
42,521,7,87976
42,516,34,1633496
43,512,21,2032947
43,519,2,117968
43,504,18,907146
43,505,8,811096
43,511,18,346824
43,507,44,2886004
44,506,20,220320
44,523,8,1150136
44,515,27,4040361
44,521,42,527856
45,522,39,5075889
45,519,46,2713264
45,502,36,6252408
45,518,7,873264
45,503,10,215340
45,513,21,465885
45,510,5,463990
46,516,13,624572
46,520,41,2081734
46,524,26,3493750
46,512,18,1742526
47,522,20,2603020
47,504,9,453573
47,509,4,137200
47,519,17,1002728
47,518,3,374256
47,514,38,6846498
47,524,2,268750
47,517,14,856996
48,524,13,1746875
48,503,8,172272
49,511,30,578040
49,500,32,1506080
49,507,12,787092
49,501,1,109299
49,513,34,754290
49,502,27,4689306
49,506,38,418608
49,503,18,387612
50,506,19,209304
50,520,34,1726316
50,505,19,1926353
50,522,49,6377399
50,518,30,3742560
50,517,45,2754630
51,501,16,1748784
51,513,34,754290
51,510,21,1948758
51,524,43,5778125
51,511,12,231216
51,500,29,1364885
52,520,38,1929412
52,507,41,2689231
52,515,37,5536791
52,500,41,1929665
52,522,41,5336191
52,502,45,7815510
52,509,31,1063300
52,519,20,1179680
52,513,44,976140
53,520,31,1573994
53,510,46,4268708
53,511,45,867060
53,509,48,1646400
53,517,42,2570988
53,501,14,1530186
53,502,12,2084136
53,506,38,418608
54,508,8,265976
54,519,2,117968
54,505,17,1723579
54,501,36,3934764
54,502,46,7989188
54,507,20,1311820
54,520,38,1929412
54,516,16,768704
54,524,2,268750
55,509,38,1303400
55,503,39,839826
55,519,8,471872
56,519,46,2713264
56,518,17,2120784
56,500,16,753040
56,516,17,816748
57,504,31,1562307
57,520,21,1066254
57,511,3,57804
57,522,21,2733171
58,502,2,347356
58,505,47,4765189
58,500,18,847170
58,511,36,693648
58,518,1,124752
58,522,7,911057
58,524,7,940625
59,517,14,856996
59,524,27,3628125
59,508,28,930916
59,518,38,4740576
60,510,2,185596
60,524,36,4837500
60,503,18,387612
60,515,24,3591432
60,522,24,3123624
60,519,32,1887488
60,513,49,1087065
60,521,7,87976
60,501,44,4809156
61,508,44,1462868
61,506,19,209304
61,517,27,1652778
61,523,22,3162874
61,524,26,3493750
61,500,14,658910
62,501,3,327897
62,507,32,2098912
62,500,22,1035430
62,516,27,1297188
63,509,39,1337700
64,512,37,3581859
64,521,29,364472
64,509,5,171500
65,511,28,539504
65,502,44,7641832
65,512,47,4549929
65,521,14,175952
65,503,29,624486
65,514,31,5585301
65,516,30,1441320
65,505,6,608322
66,516,1,48044
66,520,44,2234056
66,522,36,4685436
66,511,38,732184
66,514,30,5405130
67,515,44,6584292
67,516,10,480440
67,517,43,2632202
67,502,17,2952526
67,523,23,3306641
67,509,8,274400
68,508,36,1196892
68,501,35,3825465
68,511,23,443164
68,510,9,835182
68,505,11,1115257
69,502,48,8336544
69,508,47,1562609
69,503,14,301476
69,510,15,1391970
69,518,10,1247520
69,517,47,2877058
69,516,7,336308
70,516,28,1345232
70,502,25,4341950
70,511,9,173412
70,505,45,4562415
70,512,47,4549929
71,513,30,665550
71,516,45,2161980
71,503,6,129204
71,523,1,143767
71,506,37,407592
71,500,40,1882600
71,511,18,346824
72,508,13,432211
72,523,18,2587806
72,517,9,550926
72,521,9,113112
73,515,8,1197144
73,509,49,1680700
74,506,6,66096
74,503,41,882894
75,503,46,990564
75,522,9,1171359
75,513,31,687735
75,521,31,389608
76,522,34,4425134
76,524,23,3090625
77,522,31,4034681
77,504,49,2469453
77,515,45,6733935
78,523,1,143767
78,516,44,2113936
78,509,26,891800
78,517,40,2448560
78,504,5,251985
78,524,40,5375000
78,514,26,4684446
79,507,47,3082777
79,521,40,502720
80,520,15,761610
80,524,45,6046875
80,501,36,3934764
80,500,6,282390
80,517,43,2632202
80,503,34,732156
80,521,47,590696
81,500,20,941300
81,502,48,8336544
82,503,11,236874
82,501,14,1530186
82,509,12,411600
82,518,34,4241568
82,524,43,5778125
82,514,24,4324104
83,510,20,1855960
83,524,4,537500
83,505,48,4866576
84,518,11,1372272
84,516,27,1297188
84,510,13,1206374
84,501,14,1530186
84,519,30,1769520
84,506,42,462672
84,509,11,377300
85,505,14,1419418
85,519,16,943744
85,520,26,1320124
85,516,41,1969804
85,514,25,4504275
85,503,33,710622
86,507,21,1377411
87,521,36,452448
88,512,16,1548912
88,502,34,5905052
88,519,29,1710536
88,503,48,1033632
88,522,3,390453
88,511,43,828524
89,505,34,3447158
89,513,32,709920
90,501,42,4590558
90,523,25,3594175
91,506,30,330480
91,502,29,5036662
91,505,45,4562415
92,521,8,100544
92,507,39,2558049
92,524,20,2687500
92,504,38,1915086
92,510,1,92798
92,523,42,6038214
92,514,11,1981881
92,505,21,2129127
92,522,44,5726644
93,514,11,1981881
93,506,18,198288
93,522,4,520604
93,505,33,3345771
93,500,29,1364885
93,509,9,308700
94,518,2,249504
94,517,24,1469136
94,508,9,299223
94,502,27,4689306
94,510,3,278394
94,519,6,353904
95,508,42,1396374
95,506,43,473688
95,513,29,643365
96,502,45,7815510
96,512,49,4743543
96,510,34,3155132
97,503,46,990564
97,506,26,286416
97,507,41,2689231
97,518,42,5239584
97,520,19,964706
97,513,13,288405
97,517,23,1407922
97,504,1,50397
97,509,20,686000
98,524,21,2821875
98,507,14,918274
98,521,24,301632
98,512,12,1161684
98,517,19,1163066
98,505,39,3954093
99,517,12,734568
99,509,39,1337700
99,520,49,2487926
99,503,22,473748
99,515,29,4339647
99,516,34,1633496
99,506,49,539784
99,512,46,4453122
100,509,11,377300
100,500,41,1929665
101,517,37,2264918
101,515,29,4339647
101,519,1,58984
101,502,47,8162866
101,509,46,1577800
101,507,33,2164503
101,520,20,1015480
101,523,5,718835
101,514,35,6305985
102,520,15,761610
102,500,18,847170
103,502,30,5210340
103,520,20,1015480
103,512,26,2516982
103,521,17,213656
103,518,37,4615824
103,523,43,6181981
103,511,10,192680
104,517,15,918210
104,508,30,997410
104,515,40,5985720
104,518,49,6112848
104,503,49,1055166
104,519,35,2064440
104,521,18,226224
104,500,40,1882600
105,502,42,7294476
105,523,30,4313010
105,521,34,427312
105,519,20,1179680
106,512,38,3678666
107,508,22,731434
107,510,9,835182
107,507,13,852683
107,519,4,235936
107,500,10,470650
107,509,35,1200500
107,501,47,5137053
107,504,10,503970
107,506,44,484704
108,522,10,1301510
108,518,8,998016
108,509,2,68600
108,523,36,5175612
108,519,25,1474600
108,512,25,2420175
109,517,20,1224280
109,501,19,2076681
109,512,23,2226561
109,507,30,1967730
109,505,25,2534675
109,520,33,1675542
109,506,47,517752
109,524,31,4165625
109,511,6,115608
110,517,45,2754630
110,508,28,930916
110,511,10,192680
110,522,28,3644228
110,503,14,301476
110,515,23,3441789
110,502,26,4515628
111,519,12,707808
111,500,34,1600210
112,505,47,4765189
112,512,13,1258491
112,524,40,5375000
112,500,8,376520
112,515,36,5387148
112,507,12,787092
113,521,11,138248
113,517,4,244856
113,505,45,4562415
113,504,5,251985
114,512,23,2226561
115,520,22,1117028
115,506,26,286416
115,507,13,852683
116,509,8,274400
116,515,11,1646073
116,521,30,377040
116,524,20,2687500
116,513,42,931770
116,508,46,1529362
116,504,24,1209528
116,522,2,260302
116,512,44,4259508
117,514,27,4864617
118,508,31,1030657
118,522,2,260302
118,521,1,12568
118,513,13,288405
119,511,32,616576
119,520,25,1269350
119,506,41,451656
120,506,30,330480
120,519,9,530856
121,519,19,1120696
121,512,26,2516982
121,500,34,1600210
121,514,14,2522394
121,523,39,5606913
121,506,2,22032
121,503,25,538350
121,518,10,1247520
121,510,7,649586
122,520,42,2132508
122,512,28,2710596
122,516,36,1729584
122,503,43,925962
122,522,24,3123624
123,522,8,1041208
123,500,20,941300
123,502,4,694712
124,514,1,180171
124,512,30,2904210
124,523,32,4600544
124,500,9,423585
124,518,14,1746528
124,507,31,2033321
124,522,22,2863322
124,505,17,1723579
125,512,8,774456
125,500,35,1647275
125,518,38,4740576
125,516,16,768704
125,521,3,37704
126,509,44,1509200
126,512,23,2226561
126,521,13,163384
126,515,26,3890718
126,517,35,2142490
126,506,20,220320
126,511,8,154144
127,520,34,1726316
127,515,1,149643
127,517,17,1040638
127,514,9,1621539
127,510,25,2319950
127,505,5,506935
127,500,30,1411950
127,512,45,4356315
128,523,6,862602
128,511,21,404628
128,509,31,1063300
128,516,47,2258068
128,522,28,3644228
128,503,3,64602
128,518,20,2495040
128,508,36,1196892
129,524,31,4165625
129,522,1,130151
129,508,29,964163
129,521,27,339336
130,521,10,125680
130,503,36,775224
131,515,32,4788576
131,516,38,1825672
131,508,13,432211
131,519,31,1828504
131,514,5,900855
132,518,27,3368304
133,516,33,1585452
133,520,11,558514
133,504,41,2066277
133,518,43,5364336
133,522,37,4815587
133,511,25,481700
133,524,43,5778125
134,521,27,339336
135,524,27,3628125
136,516,18,864792
136,507,37,2426867
136,506,16,176256
137,506,1,11016
137,504,15,755955
137,518,18,2245536
137,517,1,61214
137,524,14,1881250
137,503,7,150738
137,519,38,2241392
137,508,2,66494
138,516,40,1921760
138,505,16,1622192
138,512,24,2323368
138,508,15,498705
138,520,42,2132508
139,513,25,554625
139,507,44,2886004
139,520,47,2386378
140,511,19,366092
140,519,12,707808
140,517,48,2938272
141,511,30,578040
141,503,24,516816
141,510,21,1948758
141,509,41,1406300
141,512,5,484035
141,505,26,2636062
141,508,27,897669
141,515,8,1197144
141,521,49,615832
142,517,43,2632202
142,513,19,421515
142,502,11,1910458
142,512,39,3775473
142,509,21,720300
142,514,38,6846498
143,504,14,705558
143,522,20,2603020
143,514,13,2342223
143,500,15,705975
143,524,47,6315625
143,502,39,6773442
143,509,8,274400
144,508,8,265976
144,509,43,1474900
144,522,25,3253775
144,511,8,154144
144,501,10,1092990
144,503,28,602952
145,508,17,565199
145,516,4,192176
145,504,32,1612704
145,501,35,3825465
145,509,6,205800
146,512,26,2516982
146,514,30,5405130
146,509,49,1680700
147,510,48,4454304
147,524,38,5106250
147,523,22,3162874
148,517,21,1285494
148,521,22,276496
148,510,45,4175910
148,503,1,21534
148,524,24,3225000
148,505,34,3447158
148,511,5,96340
148,506,41,451656
148,504,15,755955
149,523,13,1868971
149,506,48,528768
149,507,40,2623640
149,516,34,1633496
149,509,43,1474900
149,500,40,1882600
149,524,16,2150000
150,517,32,1958848
150,520,21,1066254
150,515,29,4339647
150,503,37,796758
151,505,2,202774
152,507,3,196773
152,514,30,5405130
152,500,31,1459015
152,517,44,2693416
152,522,43,5596493
152,513,22,488070
153,519,27,1592568
153,521,11,138248
153,523,20,2875340
153,503,11,236874
153,512,1,96807
153,506,3,33048
153,513,34,754290
153,509,42,1440600
153,504,26,1310322
154,511,21,404628
154,500,27,1270755
154,510,34,3155132
154,520,40,2030960
155,519,24,1415616
155,503,42,904428
155,511,22,423896
155,517,36,2203704
155,516,41,1969804
155,501,15,1639485
155,515,37,5536791
155,506,48,528768
156,515,21,3142503
156,504,20,1007940
156,513,49,1087065
156,512,45,4356315
156,509,6,205800
156,502,11,1910458
157,510,37,3433526
157,505,34,3447158
157,500,40,1882600
157,508,2,66494
157,503,44,947496
157,519,42,2477328
157,522,30,3904530
157,513,1,22185
157,512,10,968070
158,511,48,924864
158,509,9,308700
158,512,29,2807403
158,506,26,286416
158,522,45,5856795
159,519,20,1179680
159,523,16,2300272
159,506,26,286416
159,520,16,812384
159,514,32,5765472
159,503,40,861360
160,501,11,1202289
160,507,31,2033321
160,503,21,452214
160,500,29,1364885
160,516,33,1585452
160,502,10,1736780
160,511,21,404628
161,524,27,3628125
161,522,7,911057
162,511,35,674380
162,518,32,3992064
162,505,15,1520805
162,502,30,5210340
162,504,16,806352
162,512,45,4356315
162,501,34,3716166
162,509,14,480200
162,503,40,861360
163,507,19,1246229
163,510,12,1113576
163,508,23,764681
163,502,8,1389424
163,511,14,269752
164,512,44,4259508
164,502,4,694712
164,515,24,3591432
164,501,2,218598
164,513,28,621180
164,509,49,1680700
164,523,17,2444039
164,506,33,363528
164,505,34,3447158
165,501,14,1530186
165,507,42,2754822
165,515,11,1646073
165,505,20,2027740
165,520,45,2284830
165,504,30,1511910
165,502,9,1563102
166,511,34,655112
166,506,23,253368
166,503,28,602952
166,522,36,4685436
166,523,19,2731573
167,512,14,1355298
168,522,30,3904530
168,507,9,590319
168,510,20,1855960
168,514,13,2342223
168,500,20,941300
168,512,46,4453122
169,509,3,102900
169,510,49,4547102
169,500,25,1176625
169,514,2,360342
169,516,47,2258068
169,515,45,6733935
170,515,1,149643
170,520,23,1167802
170,521,4,50272
170,509,41,1406300
170,519,31,1828504
170,505,20,2027740
170,523,37,5319379
170,507,18,1180638
171,523,14,2012738
171,511,1,19268
171,504,20,1007940
171,500,34,1600210
171,507,16,1049456
171,513,8,177480
172,519,9,530856
172,513,33,732105
172,521,41,515288
172,505,11,1115257
172,503,12,258408
172,517,43,2632202
173,504,47,2368659
173,506,37,407592
173,515,35,5237505
173,501,25,2732475
173,523,44,6325748
173,509,13,445900
173,513,4,88740
173,521,21,263928
174,521,42,527856
174,503,2,43068
174,522,45,5856795
174,507,25,1639775
174,518,35,4366320
174,501,11,1202289
174,513,14,310590
174,517,32,1958848
175,507,4,262364
175,512,5,484035
175,504,44,2217468
175,523,39,5606913
175,510,1,92798
176,518,17,2120784
176,508,47,1562609
176,516,3,144132
176,519,24,1415616
176,521,19,238792
176,522,5,650755
176,523,10,1437670
176,504,31,1562307
177,503,18,387612
177,511,38,732184
177,506,29,319464
177,507,24,1574184
177,512,16,1548912
177,520,5,253870
178,524,46,6181250
179,508,45,1496115
179,521,9,113112
179,502,5,868390
180,521,8,100544
180,504,45,2267865
180,518,27,3368304
181,500,8,376520
181,518,22,2744544
181,519,25,1474600
181,516,20,960880
181,501,33,3606867
182,510,11,1020778
182,514,32,5765472
182,513,18,399330
182,523,29,4169243
182,505,13,1318031
182,520,28,1421672
183,510,43,3990314
183,506,46,506736
183,504,40,2015880
183,523,5,718835
183,503,1,21534
183,522,18,2342718
183,508,15,498705
183,519,24,1415616
183,521,3,37704
184,504,12,604764
184,502,30,5210340
184,524,1,134375
184,518,29,3617808
184,505,43,4359641
184,511,28,539504
184,500,18,847170
184,516,32,1537408
185,523,35,5031845
185,512,40,3872280
185,505,4,405548
186,519,34,2005456
186,509,32,1097600
186,517,8,489712
186,514,40,7206840
186,505,45,4562415
187,520,5,253870
187,514,38,6846498
187,516,31,1489364
187,501,32,3497568
187,512,15,1452105
187,507,4,262364
187,511,32,616576
187,523,16,2300272
187,509,47,1612100
188,515,38,5686434
188,517,25,1530350
188,522,33,4294983
189,510,27,2505546
189,522,3,390453
189,506,6,66096
189,521,11,138248
189,514,35,6305985
189,520,7,355418
189,502,34,5905052
189,515,39,5836077
190,522,5,650755
190,507,19,1246229
190,513,37,820845
190,502,36,6252408
190,509,13,445900
190,519,48,2831232
190,506,23,253368
190,520,27,1370898
190,514,46,8287866
191,501,33,3606867
191,503,21,452214
191,513,18,399330
191,508,35,1163645
191,523,37,5319379
191,510,9,835182
191,509,49,1680700
192,500,22,1035430
192,507,30,1967730
192,519,35,2064440
192,515,8,1197144
192,517,2,122428
192,513,45,998325
192,518,7,873264
192,521,25,314200
192,501,22,2404578
193,514,17,3062907
193,506,38,418608
193,500,21,988365
193,503,21,452214
193,511,37,712916
193,520,45,2284830
193,504,34,1713498
193,513,49,1087065
193,521,21,263928
194,510,37,3433526
195,503,8,172272
195,515,49,7332507
195,521,13,163384
195,500,3,141195
195,524,40,5375000
195,512,47,4549929
195,516,43,2065892
196,514,37,6666327
196,519,15,884760
197,513,11,244035
197,507,30,1967730
197,502,3,521034
197,522,45,5856795
197,509,35,1200500
197,523,48,6900816
197,515,21,3142503
197,521,35,439880
197,504,37,1864689
198,523,21,3019107
198,522,13,1691963
198,521,8,100544
198,506,38,418608
198,501,30,3278970
198,511,24,462432
199,500,12,564780
199,517,23,1407922
199,510,1,92798
199,504,4,201588
199,520,23,1167802
199,521,12,150816
199,502,29,5036662
199,515,26,3890718
200,505,37,3751319
200,508,26,864422
200,502,38,6599764
200,511,20,385360
201,513,37,820845
201,500,15,705975
201,510,43,3990314
201,517,39,2387346
201,504,21,1058337
201,508,10,332470
201,505,21,2129127
201,502,6,1042068
202,507,30,1967730
202,501,30,3278970
202,513,7,155295
202,515,18,2693574
202,518,28,3493056
202,517,22,1346708
202,510,36,3340728
202,522,27,3514077
202,512,34,3291438
203,504,3,151191
203,505,21,2129127
203,521,42,527856
203,518,39,4865328
204,506,15,165240
205,520,18,913932
205,504,19,957543
206,513,40,887400
207,505,10,1013870
207,506,47,517752
208,507,29,1902139
208,506,31,341496
208,514,6,1081026
208,513,48,1064880
208,504,17,856749
209,501,22,2404578
209,523,21,3019107
209,512,12,1161684
209,522,31,4034681
210,504,35,1763895
210,512,22,2129754
211,500,49,2306185
211,511,34,655112
211,519,22,1297648
211,515,37,5536791
211,518,6,748512
211,506,23,253368
211,509,39,1337700
211,523,40,5750680
211,505,33,3345771
212,517,30,1836420
212,503,49,1055166
212,514,33,5945643
212,512,33,3194631
212,510,9,835182
212,519,24,1415616
213,507,23,1508593
214,503,7,150738
214,522,41,5336191
214,521,25,314200
214,510,20,1855960
215,520,16,812384
215,513,6,133110
215,508,10,332470
216,524,29,3896875
217,523,48,6900816
217,515,34,5087862
217,519,48,2831232
217,513,6,133110
217,512,34,3291438
217,524,19,2553125
217,517,33,2020062
218,506,22,242352
218,500,19,894235
218,509,38,1303400
218,504,14,705558
219,508,4,132988
219,520,32,1624768
220,508,42,1396374
220,509,2,68600
220,513,37,820845
220,514,23,4143933
221,516,44,2113936
221,505,8,811096
221,507,15,983865
221,512,18,1742526
221,506,9,99144
221,508,26,864422
221,518,4,499008
221,500,33,1553145
222,513,47,1042695
222,518,43,5364336
222,521,19,238792
222,519,39,2300376
222,510,26,2412748
222,509,14,480200
222,517,32,1958848
223,503,14,301476
224,505,36,3649932
224,511,2,38536
224,506,35,385560
224,515,35,5237505
224,522,26,3383926
224,518,17,2120784
224,513,19,421515
224,503,21,452214
224,523,21,3019107
225,500,30,1411950
226,514,31,5585301
226,521,11,138248
226,513,49,1087065
227,500,16,753040
227,506,38,418608
227,519,47,2772248
227,511,9,173412
227,523,12,1725204
227,501,38,4153362
227,507,1,65591
227,510,9,835182
227,514,16,2882736
228,520,10,507740
228,513,49,1087065
228,511,30,578040
228,508,37,1230139
228,501,34,3716166
229,500,31,1459015
229,504,6,302382
229,524,41,5509375
229,513,43,953955
229,502,12,2084136
230,501,27,2951073
230,513,32,709920
230,506,16,176256
230,500,25,1176625
230,521,27,339336
230,502,25,4341950
230,512,27,2613789
230,516,31,1489364
230,523,28,4025476
231,504,24,1209528
231,515,42,6285006
231,500,24,1129560
231,522,10,1301510
231,510,31,2876738
231,502,2,347356
231,501,8,874392
232,504,7,352779
232,503,47,1012098
232,500,41,1929665
232,513,23,510255
232,509,28,960400
232,523,43,6181981
232,511,38,732184
232,506,21,231336
232,501,23,2513877
233,515,12,1795716
233,513,9,199665
233,521,37,465016
233,523,4,575068
233,507,2,131182
233,500,13,611845
233,524,3,403125
233,512,42,4065894
233,508,34,1130398
234,502,40,6947120
235,503,1,21534
235,501,31,3388269
235,514,5,900855
235,507,47,3082777
235,512,49,4743543
235,516,15,720660
236,501,3,327897
236,512,46,4453122
236,514,16,2882736
236,506,21,231336
236,511,24,462432
236,524,35,4703125
236,508,11,365717
236,505,23,2331901
237,501,45,4918455
237,512,36,3485052
237,520,31,1573994
237,521,27,339336
238,508,37,1230139
238,504,39,1965483
238,514,29,5224959
238,515,16,2394288
238,516,9,432396
239,512,35,3388245
239,500,43,2023795
239,509,8,274400
240,500,21,988365
240,505,16,1622192
240,501,40,4371960
240,517,36,2203704
240,503,44,947496
240,507,48,3148368
241,515,17,2543931
241,507,10,655910
241,504,49,2469453
241,505,9,912483
241,511,38,732184
241,500,14,658910
241,524,38,5106250
241,523,11,1581437
242,517,45,2754630
242,524,44,5912500
242,522,21,2733171
243,523,22,3162874
243,500,25,1176625
243,504,40,2015880
243,519,34,2005456
244,523,47,6757049
245,508,28,930916
246,520,4,203096
246,518,44,5489088
246,503,4,86136
246,519,3,176952
246,513,33,732105
246,500,29,1364885
246,511,12,231216
246,512,49,4743543
247,512,21,2032947
247,523,20,2875340
247,508,49,1629103
247,504,36,1814292
247,506,29,319464
247,502,7,1215746
247,511,23,443164
248,501,13,1420887
248,521,11,138248
248,523,18,2587806
248,515,5,748215
248,511,31,597308
248,509,28,960400
248,518,47,5863344
249,513,21,465885
249,509,12,411600
249,512,37,3581859
249,503,10,215340
250,509,24,823200
250,503,33,710622
250,505,26,2636062
250,518,45,5613840
250,519,34,2005456
250,504,12,604764
250,524,44,5912500
251,522,2,260302
251,507,37,2426867
251,509,2,68600
251,519,3,176952
251,518,26,3243552
251,508,25,831175
251,504,10,503970
251,515,5,748215
251,514,36,6486156
252,500,40,1882600
252,502,45,7815510
252,523,3,431301
252,511,40,770720
252,508,46,1529362
252,512,36,3485052
252,509,11,377300
252,518,40,4990080
253,512,25,2420175
253,511,13,250484
253,508,44,1462868
253,513,17,377145
253,520,19,964706
253,500,44,2070860
253,507,36,2361276
254,513,5,110925
255,518,16,1996032
255,505,38,3852706
255,519,20,1179680
255,514,6,1081026
256,520,22,1117028
256,515,36,5387148
256,507,32,2098912
256,512,49,4743543
256,500,3,141195
256,506,44,484704
256,517,1,61214
257,507,28,1836548
257,501,40,4371960
257,514,20,3603420
258,521,35,439880
258,517,39,2387346
258,506,44,484704
258,520,26,1320124
258,500,43,2023795
258,505,14,1419418
258,503,36,775224
258,518,45,5613840
258,524,45,6046875
259,520,32,1624768
259,521,43,540424
259,503,49,1055166
259,511,16,308288
259,510,5,463990
259,509,47,1612100
259,524,7,940625
259,505,32,3244384
260,516,25,1201100
260,504,41,2066277
260,522,22,2863322
260,509,2,68600
260,524,22,2956250
261,500,23,1082495
261,511,16,308288
261,501,49,5355651
261,505,7,709709
261,507,32,2098912
261,519,43,2536312
261,504,49,2469453
262,504,35,1763895
262,516,21,1008924
262,512,48,4646736
263,504,36,1814292
263,516,42,2017848
263,521,29,364472
263,522,16,2082416
263,505,36,3649932
263,523,36,5175612
263,511,14,269752
263,508,9,299223
264,508,14,465458
264,507,35,2295685
264,502,4,694712
264,518,9,1122768
264,509,20,686000
264,519,21,1238664
265,503,47,1012098
265,513,18,399330
265,520,10,507740
266,511,12,231216
266,506,32,352512
266,516,12,576528
266,513,39,865215
267,523,28,4025476
268,503,37,796758
268,510,38,3526324
269,508,17,565199
269,503,33,710622
270,518,3,374256
270,506,11,121176
270,509,5,171500
270,515,17,2543931
270,503,10,215340
270,514,14,2522394
270,501,25,2732475
271,522,25,3253775
271,520,16,812384
271,504,23,1159131
271,500,34,1600210
271,511,45,867060
271,524,49,6584375
271,515,21,3142503
271,523,8,1150136
272,509,35,1200500
272,512,47,4549929
272,524,35,4703125
272,507,13,852683
272,521,21,263928
272,500,38,1788470
272,516,33,1585452
273,508,41,1363127
273,517,2,122428
273,519,28,1651552
273,516,32,1537408
273,502,2,347356
273,507,43,2820413
273,513,22,488070
273,504,42,2116674
273,518,3,374256
274,507,11,721501
275,520,36,1827864
275,515,8,1197144
276,508,35,1163645
276,501,38,4153362
276,507,37,2426867
277,507,32,2098912
277,504,16,806352
278,500,3,141195
278,510,15,1391970
278,501,1,109299
278,502,20,3473560
278,519,46,2713264
278,512,48,4646736
279,524,18,2418750
279,502,45,7815510
279,505,24,2433288
279,511,24,462432
280,521,40,502720
280,501,26,2841774
280,517,11,673354
280,522,40,5206040
280,519,10,589840
280,514,13,2342223
280,510,32,2969536
280,516,12,576528
281,518,48,5988096
281,502,6,1042068
281,507,32,2098912
281,524,48,6450000
281,512,41,3969087
281,519,31,1828504
282,513,31,687735
282,512,48,4646736
282,517,34,2081276
282,522,9,1171359
282,511,20,385360
282,506,42,462672
282,504,42,2116674
283,517,31,1897634
