TransactionID,TotalAmount
120,956082.9600000001
121,17565398.130000003
122,11790724.14
123,4015830.0
124,24712890.0
125,8845273.65
126,11440566.870000001
127,14577947.46
128,13308189.600000001
129,6215195.250000001
130,1000003.4400000001
131,10851157.98
132,3738817.4400000004
133,22921490.01
134,271468.8
135,4027218.7500000005
136,3849385.6500000004
137,8229090.450000001
138,12747799.5
139,6467977.7700000005
140,3209737.6
141,11411528.16
142,18100155.060000002
143,21889469.73
144,7597658.07
145,7105491.840000001
146,10659121.32
147,14123005.080000002
148,15246452.73
149,13500236.250000002
150,6529205.600000001
151,225079.14
152,12671117.600000001
153,9410687.67
154,7616237.250000001
155,11697993.600000001
156,12998189.910000002
157,19035819.57
158,8147342.4
159,12438198.24
160,9745321.590000002
161,5038492.0200000005
162,23995960.020000003
163,5309864.82
164,19226149.05
165,19977994.5
166,13392661.5
167,1084238.4000000001
168,15637073.940000001
169,16848658.92
170,14574608.580000002
171,6512472.12
172,4627292.8
173,19836307.17
174,17655150.51
175,9616571.58
176,10137258.15
177,5346010.86
178,6861187.500000001
179,2750154.87
180,6367751.430000001
181,10171386.21
182,15644923.860000001
183,17322063.0
184,13480808.0
185,10333737.030000001
186,17051845.53
187,20347095.87
188,12778061.370000001
189,23868191.250000004
190,24597046.110000003
191,14937621.870000001
192,12185068.290000001
193,12192607.41
194,3811213.8600000003
195,29700268.5
196,11326630.5
197,24573160.020000003
198,9958502.64
199,10010468.8
200,12876960.15
201,9973185.6
202,18465260.8
203,8517587.22
204,183416.40000000002
205,1497180.0
206,985014.0000000001
207,1225297.6
208,5823381.9
209,11788255.500000002
210,4321950.390000001
211,23567261.37
212,21423987.0
213,1674538.2300000002
214,8499368.790000001
215,1418540.04
216,3117500.0
217,18254116.0
218,3491554.95
219,1951109.1600000001
220,7137024.720000001
221,6933713.600000001
222,15315774.450000001
223,241180.80000000002
224,28063618.5
225,1567264.5000000002
226,7559781.540000001
227,15295115.13
228,5695320.0
229,11442837.930000002
230,19784405.790000003
231,15566739.900000002
232,16011278.250000002
233,10409478.99
234,7711303.200000001
235,14271978.180000002
236,17491675.26
237,11451689.07
238,12484464.15
239,6311948.4
240,14743114.350000001
241,21990837.0
242,12654334.110000001
243,9280526.850000001
244,7500324.390000001
245,1396374.0
246,14459993.31
247,11466362.16
248,13670990.88
249,5188899.24
250,20320152.840000004
251,11796631.200000001
252,23622936.750000004
253,7926011.2
254,88740.0
255,9001482.840000002
256,15577455.840000002
257,14717892.0
258,22767438.66
259,10866616.950000001
260,10162659.39
261,16162510.200000001
262,8235706.050000001
263,12538837.600000001
264,7218648.57
265,2130276.48
266,2248272.81
267,3220380.8000000003
268,4798621.0200000005
269,1416161.31
270,9635989.92
271,20612227.14
272,16587936.570000002
273,12011625.24
274,800866.1100000001
275,3357758.8800000004
276,11615811.0
277,3224843.0400000005
278,13848386.64
279,14574277.8
280,17429236.650000002
281,23728100.37
282,12822511.32
283,17531283.0
284,16929256.5
285,12949964.850000001
286,8970525.0
287,10744811.100000001
288,13774993.440000001
289,11600759.200000001
290,13646374.410000002
291,16403659.5
292,16425380.400000002
293,23846352.0
294,13573176.57
295,4859284.0
296,18076292.28
297,5799704.49
298,4499056.44
299,17218675.200000003
300,3412848.18
301,1436232.33
302,3477393.0
303,2932928.58
304,9168185.97
305,22161243.0
306,29989336.5
307,885700.0800000001
308,16112536.89
309,1038713.5800000001
310,1156695.4800000002
311,14536039.5
312,4843187.5200000005
313,14296420.38
314,8237277.8100000005
315,4633530.720000001
316,12958992.8
317,19400942.970000003
318,9130659.090000002
319,21339296.01
320,18573285.900000002
321,19611302.400000002
322,258408.0
323,2910784.0
324,18260383.5
325,1827504.0000000002
326,27746154.0
327,4048434.18
328,11015582.280000001
329,5925991.41
330,10342382.82
331,774987.5700000001
332,19731777.360000003
333,9776494.83
334,225912.0
335,5682578.4
336,2250791.4000000004
337,16486588.020000001
338,19672117.080000002
339,16251464.490000002
340,11904843.24
341,798660.0
342,18824559.930000003
343,1646182.1700000002
344,159986.52000000002
345,8739697.110000001
346,17792781.630000003
347,9252947.200000001
348,28356228.720000003
349,309782.4
350,2514058.9800000004
351,15809232.72
352,6468022.170000001
353,5733108.800000001
354,12126563.520000001
355,13873258.410000002
356,8180271.540000001
357,13192644.15
358,17674748.67
359,12695719.350000001
360,15121000.530000001
361,3740420.2800000003
362,7835442.2700000005
363,11916769.080000002
364,10222700.0
365,845276.8
366,5209520.800000001
367,29269208.160000004
368,7811329.74
369,4497899.82
370,14523622.950000001
371,1099526.04
372,16264593.570000002
373,28250187.090000004
374,20385213.270000003
375,10308081.0
376,4635032.550000001
377,9487602.9
378,23396416.5
379,7874559.78
380,20081170.5
381,17849459.34
382,21594802.470000003
383,1112072.0
384,8132002.080000001
385,18084982.470000003
386,9179836.5
387,15158005.5
388,5023173.600000001
389,5212860.8100000005
390,15762074.370000001
391,28094575.080000002
392,10648747.260000002
393,23025787.5
394,14575304.55
395,8841290.97
396,31359807.0
397,19861700.8
398,6314273.600000001
399,12283844.97
400,20355120.060000002
401,12048701.46
402,6885510.930000001
403,6336688.5
404,3906954.6900000004
405,9368701.92
406,5336692.41
407,19094333.220000003
408,26661838.14
409,11398177.600000001
410,7496838.99
411,7980060.840000001
412,14570181.9
413,9682820.82
414,27664811.200000003
415,15523910.55
416,1892687.6400000001
417,6600185.600000001
418,3741664.5900000003
419,27458589.0
420,12229681.41
421,24880953.03
422,1133865.0
423,1027817.8200000001
424,1794132.9600000002
425,16776012.750000002
426,5509654.83
427,1237702.1700000002
428,8728083.180000002
429,14749978.590000002
430,3057639.3000000003
431,2776292.8000000003
432,20145404.430000003
433,20423961.0
434,10161015.48
435,16890460.41
436,23243891.73
437,14399332.5
438,18479672.94
439,7017330.090000001
440,16528631.490000002
441,111603.84000000001
442,8951900.25
443,23055267.0
444,19158657.720000003
445,17287145.6
446,3868407.72
447,8101247.3100000005
448,9295295.4
449,16328192.13
450,12059088.840000002
451,9974935.08
452,17030172.78
453,1012856.1300000001
454,6610603.890000001
455,12762098.46
456,12308395.950000001
457,7806961.890000001
458,1707674.4000000001
459,3124238.1900000004
460,799533.0000000001
461,7504308.180000001
462,9107419.020000001
463,11553050.940000001
464,13384899.48
465,714135.15
466,14223641.010000002
467,11115999.540000001
468,21633529.26
469,6518550.48
470,10198068.39
471,5567167.260000001
472,14806262.250000002
473,16273770.0
474,14900227.5
475,8394744.63
476,4173407.97
477,13130955.9
478,9492976.41
479,1671642.2400000002
480,1404820.4400000002
481,15288679.350000001
482,21827567.250000004
483,21054569.91
484,5050421.19
485,3269403.99
486,9540367.860000001
487,8673558.870000001
488,19310957.490000002
489,10352363.940000001
490,3892056.0
491,3938800.5900000003
492,2509940.8800000004
493,43426053.0
494,19851014.67
495,7680154.380000001
496,15741729.180000002
497,2426437.8000000003
498,18037749.75
499,1155108.1800000002
500,5481423.090000001
501,5518781.250000001
502,6523345.680000001
503,26664834.03
504,1629536.61
505,13645104.57
506,12118715.82
507,21842961.840000004
508,2582006.52
509,8969659.14
510,7040523.540000001
511,15446128.410000002
512,12147285.000000002
513,15689885.520000001
514,1230398.37
515,24702259.680000003
516,1263391.2000000002
517,4557479.2
518,8504009.6
519,1964167.2000000002
520,3958983.72
521,19459395.0
522,8919843.450000001
523,5030908.5
524,654722.4
525,3799726.47
526,4441627.260000001
527,13064646.72
528,11623732.41
529,11810320.080000002
530,3227639.1300000004
531,20391187.290000003
532,6944934.78
533,4114464.7500000005
534,611388.0
535,17849513.73
536,6170656.500000001
537,14341258.830000002
538,15970355.88
539,20883198.0
540,5173347.03
541,9007526.790000001
542,17901903.51
543,25220051.37
544,324577.32
545,3403981.5
546,19696159.5
547,10315427.58
548,9555838.5
549,6450811.62
550,13786042.38
551,1789403.2500000002
552,15554548.770000001
553,12539019.540000001
554,1485646.2000000002
555,5626708.7700000005
556,25429279.71
557,14680644.660000002
558,9168829.770000001
559,12651332.670000002
560,7496966.4
561,14944895.700000001
562,16406762.370000001
563,7220877.0
564,24803639.310000002
565,12360230.4
566,12448509.0
567,9076757.49
568,8605736.760000002
569,5719329.0
570,11470049.580000002
571,12167317.170000002
572,15241202.430000002
573,3265384.68
574,6275407.2
575,1241084.8
576,4095788.0
577,17103827.94
578,12564507.360000001
579,27228278.910000004
580,7856551.140000001
581,15819390.0
582,14274851.97
583,24479143.020000003
584,14597631.090000002
585,5508655.83
586,32307025.5
587,13083361.32
588,17210543.34
589,3489367.14
590,4124944.2600000002
591,15373245.81
592,10570192.56
593,8488617.0
594,3868407.72
595,6719209.620000001
596,4407549.600000001
597,3887337.66
598,20323915.200000003
599,11134873.98
600,7548099.9
601,13896763.770000001
602,14266903.260000002
603,6791198.670000001
604,6457336.2
605,7697126.28
606,31940808.330000002
607,21946524.840000004
608,25872488.28
609,3151107.9600000004
610,17821004.490000002
611,21828298.5
612,4348786.86
613,28549048.5
614,2144228.0700000003
615,6556446.99
616,21936345.03
617,15945600.0
618,13838363.340000002
619,8040585.0
620,9576147.600000001
621,21567971.55
622,20172384.0
623,589250.16
624,24189701.64
625,10927737.99
626,14276491.440000001
627,6747996.36
628,26444505.69
629,11292964.620000001
630,11638100.250000002
631,3934764.0
632,20341360.5
633,2760006.12
634,9271958.760000002
635,26017593.03
636,17335189.68
637,19946410.290000003
638,2957889.1500000004
639,12821928.57
640,21697789.380000003
641,8265592.800000001
642,2976319.2
643,12062479.89
644,1442080.9200000002
645,2312534.4
646,11846246.340000002
647,7807915.380000001
648,5661444.0
649,7254549.300000001
650,23808065.880000003
651,19997769.990000002
652,11297861.940000001
653,4998716.28
654,20145665.28
655,10798210.5
656,2453126.64
657,9178854.180000002
658,8476567.17
659,2710436.8000000003
660,14080605.3
661,26463393.450000003
662,5400569.58
663,144136.80000000002
664,2443415.25
665,11132055.690000001
666,6747438.03
667,10216814.07
668,7524171.630000001
669,2582006.52
670,11953063.200000001
671,9173450.700000001
672,5209498.62
673,13190498.520000001
674,7520052.420000001
675,4717234.71
676,11397453.0
677,7258857.210000001
678,541757.7000000001
679,16080264.750000002
680,14551031.070000002
681,14372480.910000002
682,16422080.370000001
683,7551371.2
684,3261481.9200000004
685,18413246.1
686,9129371.49
687,2564648.3400000003
688,11706633.870000001
689,1627987.05
690,5165363.91
691,1349478.06
692,23019516.330000002
693,12445284.48
694,4853386.2
695,6842845.86
696,16029962.88
697,28242769.5
698,10510940.760000002
699,20868883.560000002
700,8944180.200000001
701,1144029.27
702,12631580.22
703,5663209.5
704,18310737.6
705,2056790.4000000001
706,8345695.2
707,2487945.12
708,31199876.67
709,3856931.43
710,1019213.1000000001
711,5011027.29
712,15989220.330000002
713,18276086.73
714,12436038.180000002
715,11401234.020000001
716,13081466.55
717,38212797.0
718,10859832.63
719,10545833.610000001
720,5285206.170000001
721,21369988.5
722,13500007.5
723,21634986.0
724,18817897.71
725,19038767.73
726,12089724.840000002
727,585243.06
728,5028051.36
729,12917065.56
730,17780758.110000003
731,21486621.87
732,14017125.510000002
733,16081550.13
734,10591489.5
735,5188960.29
736,8862148.98
737,11384978.07
738,4698414.66
739,9786586.950000001
740,15177570.570000002
741,19730181.180000003
742,8703185.88
743,14209931.200000001
744,16326602.610000001
745,11653144.080000002
746,24258123.200000003
747,3971333.5800000005
748,11156552.280000001
749,446415.36000000004
750,1157401.4400000002
751,21927573.810000002
752,8465651.200000001
753,4170637.41
754,25769185.020000003
755,16374294.0
756,12962955.180000002
757,9528366.540000001
758,12046186.5
759,23431169.82
760,19305616.17
761,23917483.020000003
762,18899191.89
763,17380111.380000003
764,276949.44
765,17612758.400000002
766,11346241.290000001
767,1965762.2700000003
768,15109068.030000001
769,22974644.580000002
770,1678220.1
771,4699422.54
772,13782939.930000002
773,14134134.0
774,10271799.030000001
775,12533860.260000002
776,18007379.040000003
777,334811.52
778,14548288.5
779,11537199.030000001
780,13577768.64
781,27261624.0
782,11342516.13
783,2364218.97
784,1458060.4800000002
785,1284483.12
786,3600342.72
787,9076377.870000001
788,8034424.200000001
789,5230144.0
790,4684673.970000001
791,5220468.75
792,16303221.570000002
793,12950819.55
794,6115531.680000001
795,2127049.71
796,19932967.080000002
797,4707115.95
798,16533403.38
799,575801.4
800,4767431.130000001
801,3056732.8000000003
802,7923471.930000001
803,14927616.330000002
804,2293567.47
805,21465930.360000003
806,18685605.69
807,10642809.0
808,9453429.33
809,5831952.210000001
810,12823102.950000001
811,11304889.350000001
812,7863547.2
813,10577481.930000002
814,577639.56
815,22164334.590000004
816,14963718.0
817,2896136.5200000005
818,9026696.49
819,7274187.0
820,10502198.4
821,7703259.2
822,7978467.990000001
823,1349478.06
824,17458977.990000002
825,6064092.0600000005
826,7339231.2
827,8701975.98
828,28732698.0
829,2700949.68
830,19862667.450000003
831,8869255.200000001
832,1951779.6
833,10134827.25
834,6454012.86
835,6473925.15
836,7520657.370000001
837,12307958.4
838,418803.00000000006
839,13685433.090000002
840,6338215.44
841,22305240.21
842,6537485.970000001
843,2428290.39
844,11791201.5
845,8308980.48
846,8249474.490000001
847,8494934.34
848,2106373.74
849,1672976.8
850,18274875.720000003
851,32214150.0
852,13677900.63
853,14635750.71
854,445430.4
855,10765230.66
856,7833244.470000001
857,5639485.98
858,3708208.0800000005
859,4719481.350000001
860,10556736.030000001
861,8717026.47
862,15464912.940000001
863,23053644.0
864,22017992.19
865,2732619.0900000003
866,12698192.430000002
867,6248426.430000001
868,9925507.89
869,18525468.21
870,716376.0
871,15371800.590000002
872,10803826.47
873,15476928.690000001
874,13741193.600000001
875,14022577.830000002
876,4505769.720000001
877,4673132.8
878,4943106.390000001
879,10747240.89
880,2009023.4100000001
881,14399088.72
882,13297155.090000002
883,6246097.65
884,10250608.020000001
885,8383881.0600000005
886,4580794.62
887,7120767.2
888,15840195.0
889,6376424.970000001
890,3594721.68
891,3821338.1700000004
892,927304.8
893,6787117.5
894,29530725.0
895,5502669.600000001
896,11577101.31
897,13211399.82
898,306910.56000000006
899,15198683.88
900,17798223.96
901,5928143.2
902,14815726.110000001
903,10719577.600000001
904,11882140.5
905,8489858.31
906,17060150.55
907,4286399.3100000005
908,10888186.47
909,12514415.280000001
910,15907266.4
911,15778143.840000002
912,2271068.8000000003
913,11496974.850000001
914,1949098.9500000002
915,19042286.430000003
916,10687257.600000001
917,1599066.0000000002
918,17370070.32
919,12853331.580000002
920,10892778.540000001
921,14295079.200000001
922,669276.7200000001
923,5933552.73
924,3462884.7600000002
925,52242.15
926,6756412.5
927,19526367.42
928,7179073.74
929,2074557.8100000003
930,19099856.580000002
931,5712317.5200000005
932,10644508.170000002
933,4149115.6200000006
934,3364939.47
935,9694191.66
936,1558901.7600000002
937,4607342.49
938,29969406.0
939,3139883.2
940,13434202.4
941,2946250.8000000003
942,13212665.22
943,28183534.92
944,6951584.790000001
945,5582466.390000001
946,8866140.8
947,14576331.3
948,6148377.69
949,11527507.620000001
950,7309236.78
951,12403915.5
952,14075880.030000001
953,11900242.290000001
954,3175269.6
955,8581309.5
956,1626656.8
957,13214830.830000002
958,14017948.020000001
959,2028929.0400000003
960,14184832.080000002
961,5718594.57
962,10584775.74
963,22998375.270000003
964,7863861.600000001
965,13087319.580000002
966,11263240.0
967,9034062.450000001
968,7575484.800000001
969,17191258.200000003
970,4149115.6200000006
971,25845558.0
972,27233036.37
973,9224337.540000001
974,154350.0
975,9813727.200000001
976,8326202.4
977,4507415.850000001
978,2415518.73
979,19285264.8
980,19681277.91
981,2595929.25
982,916611.3600000001
983,2293140.12
984,23555832.810000002
985,4189560.6900000004
986,663011.88
987,4360625.010000001
988,3274341.2700000005
989,12101879.340000002
990,17698965.540000003
991,6199684.11
992,1934203.86
993,13618384.65
994,18347824.92
995,16889763.330000002
996,14379213.06
997,10051543.950000001
998,21612186.0
999,8782909.41
1000,8879206.350000001
1001,2211074.49
1002,7224860.130000001
1003,28282782.0
1004,10794140.610000001
1005,10785826.71
1006,8086842.4
1007,32367321.0
1008,689509.8
1009,15226317.330000002
1010,12709164.780000001
1011,7610501.880000001
1012,330149.52
1013,4342793.600000001
1014,4374229.17
1015,7988308.140000001
1016,14307679.5
1017,11329042.950000001
1018,1668654.12
1019,21905933.250000004
1020,4852875.600000001
1021,2598615.0
1022,25643827.17
1023,17064329.700000003
1024,6263817.69
1025,17667015.0
1026,2654263.08
1027,7431894.000000001
1028,19600800.0
1029,15232489.600000001
1030,16548965.580000002
1031,1540784.34
1032,12439365.0
1033,8053576.0
1034,15830086.290000001
1035,8869016.55
1036,25540295.250000004
1037,7081409.600000001
1038,10937974.41
1039,13159380.780000001
1040,12100858.14
1041,5358456.180000001
1042,7042997.73
1043,3956109.93
1044,1097085.1500000001
1045,14588502.450000001
1046,72806.01000000001
1047,14528582.430000002
1048,10136516.0
1049,20209572.42
1050,6049324.62
1051,8194526.160000001
1052,3049498.5
1053,4719218.28
1054,15759320.0
1055,7528755.930000001
1056,12209079.0
1057,7491830.670000001
1058,7954472.0
1059,11713300.530000001
1060,9744227.13
1061,20217669.87
1062,10711220.280000001
1063,11162463.030000001
1064,16573721.910000002
1065,13878847.260000002
1066,10497333.270000001
1067,13763778.000000002
1068,8607549.0
1069,8590426.530000001
1070,11218372.620000001
1071,9812467.71
1072,6160697.580000001
1073,16356839.010000002
1074,16790709.150000002
1075,8866781.010000002
1076,6551741.7
1077,16735666.47
1078,30247337.94
1079,16786996.200000003
1080,306910.56000000006
1081,14847010.350000001
1082,10060080.96
1083,14716594.23
1084,4327552.5600000005
1085,14268687.030000001
1086,10634474.88
1087,9765270.510000002
1088,14848079.280000001
1089,8910664.0
1090,15358651.530000001
1091,13933615.770000001
1092,7550420.910000001
1093,4937632.0
1094,26773561.860000003
1095,9984957.270000001
1096,17492204.73
1097,19163883.6
1098,6173047.44
1099,2548210.35
1100,5474576.61
1101,2804003.2
1102,15711584.910000002
1103,17108084.790000003
1104,23149767.060000002
1105,5692200.99
1106,6116016.750000001
1107,7332496.830000001
1108,11677544.100000001
1109,8348529.780000001
1110,16676087.22
1111,2226056.16
1112,25811394.990000002
1113,14818208.070000002
1114,8783173.59
1115,10147917.48
1116,19355313.09
1117,6852411.840000001
1118,6554607.720000001
1119,4751254.4
1120,6292402.41
1121,11678172.360000001
1122,1537620.84
1123,9215450.88
1124,20804536.860000003
1125,9021124.290000001
1126,3955374.0000000005
1127,1993568.8800000001
1128,582448.0800000001
1129,215124.66000000003
1130,26888793.180000003
1131,449137.08
1132,9827276.22
1133,5489769.180000001
1134,8599561.83
1135,11539961.82
1136,15212272.500000002
1137,22321209.0
1138,10715941.110000001
1139,12362977.5
1140,12938468.580000002
1141,6399673.920000001
1142,534687.0
1143,14245164.0
1144,10539832.950000001
1145,20038414.860000003
1146,15303006.120000001
1147,14103283.71
1148,4449857.91
1149,3017102.1
1150,11570028.39
1151,9693944.13
1152,15197268.63
1153,20860669.560000002
1154,18814869.630000003
1155,6850006.470000001
1156,7824736.800000001
1157,19694223.840000004
1158,7979368.200000001
1159,10421089.590000002
1160,28305021.0
1161,2793048.0
1162,19172881.26
1163,7155051.120000001
1164,8579516.34
1165,18255590.580000002
1166,10786875.0
1167,14095845.600000001
1168,8341114.5
1169,12209942.280000001
1170,42137677.5
1171,16508830.200000001
1172,3784590.5100000002
1173,707206.53
1174,4206053.07
1175,11058375.000000002
1176,13822186.200000001
1177,7727351.580000001
1178,684399.3600000001
1179,6026935.920000001
1180,14773995.660000002
1181,14457712.260000002
1182,17752851.6
1183,13511209.71
1184,9080282.850000001
1185,1999898.1
1186,9915041.700000001
1187,19135887.2
1188,17419395.39
1189,10998314.4
1190,9654664.56
1191,11067163.98
1192,7802970.330000001
1193,12892795.5
1194,4454723.04
1195,10765977.690000001
1196,13374027.030000001
1197,14375723.22
1198,18149322.0
1199,740089.17
1200,4570652.550000001
1201,17644372.41
1202,18293282.85
1203,13908408.780000001
1204,11115824.0
1205,24686106.96
1206,20106578.85
1207,10592806.590000002
1208,9845940.870000001
1209,18245741.55
1210,689509.8
1211,6499031.130000001
1212,15495456.81
1213,1915545.87
1214,4067473.6
1215,18017739.78
1216,11591673.39
1217,21278817.66
1218,10557118.98
1219,2553417.3600000003
1220,22978629.48
1221,11891284.8
1222,19404271.860000003
1223,17417620.5
1224,3814432.5
1225,8478186.66
1226,5533234.5600000005
1227,3975863.49
1228,251108.64
1229,12938640.63
1230,16988924.07
1231,8108412.36
1232,713435.8500000001
1233,241905.6
1234,11650393.5
1235,13085228.8
1236,8655695.64
1237,17786521.23
1238,6945833.880000001
1239,6722071.2
1240,6739848.0
1241,5096142.090000001
1242,4420977.600000001
1243,12305917.32
1244,13452199.200000001
1245,25721580.450000003
1246,3312581.8800000004
1247,2959688.4600000004
1248,6631410.840000001
1249,1824966.0
1250,14780566.860000001
1251,7940281.5
1252,671288.04
1253,8282855.5200000005
1254,2802429.2100000004
1255,19586764.740000002
1256,16854423.150000002
1257,11089691.430000002
1258,1348358.07
1259,8827432.8
1260,13045649.07
1261,17903318.76
1262,24781285.5
1263,10043150.13
1264,19910377.470000003
1265,17582199.09
1266,14826465.360000001
1267,291224.04000000004
1268,6423129.330000001
1269,14427954.270000001
1270,15614340.030000001
1271,32422962.0
1272,14068002.4
1273,11359365.930000002
1274,23002597.71
1275,17061748.950000003
1276,13277344.920000002
1277,9716562.600000001
1278,586617.2400000001
1279,2581935.4800000004
1280,1854274.9800000002
1281,5233909.74
1282,3833949.99
1283,731390.1000000001
1284,2834607.2
1285,16739867.820000002
1286,26791970.1
1287,301404.96
1288,11611218.270000001
1289,571969.68
1290,9147777.510000002
1291,11166637.74
1292,13170392.0
1293,9273251.200000001
1294,2423443.02
1295,1891077.0300000003
1296,16677372.600000001
1297,957513.6000000001
1298,25691007.720000003
1299,9304667.13
1300,3399190.74
1301,4045093.0800000005
1302,1948060.8
1303,2024240.4000000001
1304,5972025.33
1305,11859271.080000002
1306,29844954.060000002
1307,3039648.4200000004
1308,5806548.0
1309,3579750.0000000005
1310,960388.6500000001
1311,5893910.19
1312,11044565.49
1313,15969532.260000002
1314,1706522.8800000001
1315,24003841.020000003
1316,4141723.2
1317,19532755.470000003
1318,20669927.16
1319,4535653.140000001
1320,14567558.97
1321,10936014.15
1322,2300376.0
1323,4217206.350000001
1324,9485200.860000001
1325,2252901.6
1326,2989691.7600000002
1327,2459662.5
1328,7588851.330000001
1329,16489785.930000002
1330,10491505.770000001
1331,12001711.200000001
1332,4703097.600000001
1333,16831894.400000002
1334,19106174.700000003
1335,10512363.0
1336,12787407.57
1337,31249995.390000004
1338,11751092.700000001
1339,22768456.53
1340,22622886.69
1341,18417360.0
1342,3325141.5300000003
1343,55801.920000000006
1344,5134873.5
1345,14191454.340000002
1346,6843518.5200000005
1347,6489267.57
1348,1913172.6900000002
1349,12190176.0
1350,11153066.88
1351,11455899.200000001
1352,11306608.0
1353,4428507.0600000005
1354,1957109.82
1355,23722158.540000003
1356,4620035.340000001
1357,26731217.580000002
1358,14778305.790000001
1359,2903161.7100000004
1360,3314083.5
1361,23965842.39
1362,1880717.4000000001
1363,9631648.71
1364,5813630.550000001
1365,8964646.38
1366,5467746.78
1367,7148593.600000001
1368,2489331.5100000002
1369,14852910.000000002
1370,6640669.600000001
1371,1562497.05
1372,6749078.61
1373,12573949.020000001
1374,4663712.0
1375,17657241.75
1376,19276279.5
1377,16530277.620000001
1378,13893391.590000002
1379,4625593.11
1380,8688561.63
1381,23446123.5
1382,8855412.39
1383,3466473.39
1384,7440477.630000001
1385,11337779.760000002
1386,11092691.760000002
1387,33313734.0
1388,28149249.240000002
1389,6088131.2
1390,16770686.97
1391,22103852.91
1392,5628835.53
1393,1649826.3
1394,7026165.69
1395,2708151.3600000003
1396,12290216.370000001
1397,9360479.040000001
1398,2005345.9800000002
1399,16073327.250000002
1400,12423781.56
1401,6797722.140000001
1402,15084340.56
1403,11681200.440000001
1404,7828978.74
1405,626905.8
1406,10707082.5
1407,9242299.56
1408,16327889.600000001
1409,1919838.2400000002
1410,23643829.17
1411,797928.0
1412,8652377.850000001
1413,5221077.03
1414,15463986.090000002
1415,12959020.23
1416,18395464.5
1417,2099862.48
1418,18263208.51
1419,4948982.73
1420,15798259.260000002
1421,1439878.6800000002
1422,7018567.74
1423,11528406.72
1424,16005980.22
1425,2780904.0900000003
1426,22961299.05
1427,7029076.0
1428,16720005.480000002
1429,11420983.14
1430,5126079.0
1431,13777998.21
1432,7649187.0
1433,16348842.570000002
1434,20217978.450000003
1435,5762533.920000001
1436,256782.96000000002
1437,13456191.450000001
1438,15234294.0
1439,9395097.72
1440,20187463.44
1441,4841271.66
1442,17018395.68
1443,35144823.0
1444,29342623.560000002
1445,3761478.0
1446,12101387.610000001
1447,43216986.0
1448,12991362.3
1449,11857014.450000001
1450,7613414.5200000005
1451,2938272.0
1452,11862079.38
1453,11175849.63
1454,337618.71
1455,8748307.38
1456,11080517.600000001
1457,3350442.87
1458,8578514.010000002
1459,10440841.5
1460,20975777.67
1461,16349007.96
1462,17402018.34
1463,4978645.260000001
1464,10870063.5
1465,5251639.7700000005
1466,11082937.08
1467,8371356.0
1468,2984248.3200000003
1469,14968694.100000001
1470,16533555.450000001
1471,18201882.12
1472,15151395.660000002
1473,8771365.41
1474,9493993.17
1475,13159133.250000002
1476,14849953.600000001
1477,5442284.49
1478,3556526.5800000005
1479,11478337.950000001
1480,21032987.07
1481,24101780.76
1482,23593232.040000003
1483,27471768.0
1484,3662869.0200000005
1485,5256258.48
1486,21653958.0
1487,15449529.450000001
1488,12001381.05
1489,20731077.060000002
1490,404563.92000000004
1491,1665387.2000000002
1492,17662225.650000002
1493,20055451.14
