TransactionID,ItemID,Quantity,LineTotal
101,685,9,753192
101,784,1,143291
102,841,28,4902464
102,721,35,4290335
102,972,36,2790936
102,647,20,3031000
102,855,4,138076
102,913,15,1291155
103,589,9,1740609
103,679,18,2087586
103,722,21,290052
103,937,9,1393110
104,691,19,2003778
104,525,38,1273912
104,913,24,2065848
104,980,45,1309365
104,562,17,3125960
104,986,49,2751987
104,579,38,5624494
104,538,11,738001
105,535,24,1322544
105,888,2,148870
105,820,14,2402330
105,648,11,2163887
106,729,21,1728363
106,862,40,1402120
106,711,35,1164625
106,890,22,3058836
106,795,29,3127041
106,917,46,6250710
106,695,4,58528
106,793,10,1030700
106,839,3,480504
107,707,28,1009932
107,545,6,889866
108,697,32,4629376
109,981,35,5301345
109,817,48,8779392
109,927,15,945420
109,591,7,792372
109,659,23,2790291
110,785,29,1444461
110,834,9,1377234
110,889,14,708834
110,755,14,791196
111,985,43,3460640
111,513,25,3536400
111,518,12,273156
112,565,25,4020750
112,607,29,4588264
112,883,15,2943780
112,633,18,2530080
112,572,8,509456
112,864,13,1845922
112,961,46,3391626
113,781,8,737440
113,996,27,4941567
113,508,29,4682224
113,827,18,2439018
113,553,39,6751719
114,625,40,6601040
115,971,4,550952
115,785,11,547899
115,985,41,3299680
115,957,11,1187395
115,509,29,812493
115,705,12,440808
115,911,16,2270176
115,795,33,3558357
116,502,27,913491
116,637,18,1111410
116,812,10,1772310
116,712,3,246822
116,678,40,5121320
116,769,41,4696017
116,503,34,4937820
116,973,20,3736740
117,800,29,2712196
118,617,8,892560
118,922,3,305253
119,686,36,6465240
119,630,24,793464
119,722,27,372924
119,540,24,1145856
119,717,46,6274124
119,732,12,1033500
120,868,4,430880
120,614,3,407481
120,879,37,4177892
120,679,35,4059195
120,801,19,422161
120,540,48,2291712
120,656,44,2658832
120,807,2,223668
121,804,35,4805815
121,521,20,3018640
122,568,42,472584
122,879,26,2935816
122,819,15,1966515
122,809,37,3096826
122,803,6,317574
122,521,27,4075164
122,643,34,5153040
122,938,23,1024880
122,634,40,4587200
123,853,35,3732610
123,741,33,5913006
123,681,26,2994836
123,656,3,181284
123,984,47,7932096
123,907,24,579672
123,960,25,4155550
123,972,41,3178566
123,720,39,1063140
124,954,35,2319240
124,705,21,771414
125,855,11,379709
125,780,22,1661990
126,640,15,1836420
126,870,24,1296672
126,506,17,1402058
126,801,21,466599
126,732,44,3789500
126,958,32,743168
127,753,39,817206
127,972,49,3798774
127,883,28,5495056
127,742,46,1213894
127,772,29,343012
127,875,29,2255591
128,975,14,787360
129,852,49,3180933
129,983,33,3758436
129,598,4,333908
129,575,35,2632525
129,610,19,2901471
129,532,7,919016
130,684,19,1069149
130,865,18,1957014
130,958,17,394808
131,956,23,1132152
131,824,17,2726018
132,753,16,335264
132,899,36,5671800
132,653,39,4105023
133,871,46,3426264
133,567,41,2223758
133,748,2,271616
133,788,7,1228213
133,977,39,6950580
133,576,25,2214675
133,850,14,1085084
133,531,39,7701291
133,909,47,7241337
134,930,11,685619
134,542,42,4969398
134,814,21,3087483
134,812,15,2658465
134,957,29,3130405
134,774,16,489888
134,643,29,4395240
134,681,48,5528928
134,698,48,5749392
135,579,5,740065
135,533,49,2389485
135,683,3,530778
135,584,33,2092629
136,731,5,986050
136,678,47,6017551
136,926,47,3303113
137,684,25,1406775
137,968,15,695520
137,863,44,6622792
137,586,5,536195
137,776,32,3689344
137,691,19,2003778
138,747,31,4376859
138,750,12,278808
138,836,26,2937324
138,595,24,1562952
138,766,49,8724352
139,873,47,579792
139,773,1,11917
139,956,6,295344
139,875,14,1088906
140,517,41,6980701
140,666,25,3945500
140,863,8,1204144
140,579,41,6068533
140,572,9,573138
140,623,19,2497835
140,764,26,4951648
140,804,24,3295416
140,927,46,2899288
141,965,45,6127245
141,992,36,5854968
141,833,32,1590752
141,869,39,2989584
141,649,30,4810020
141,732,7,602875
141,600,5,77845
142,718,3,257109
142,576,20,1771740
142,763,33,6571587
142,765,4,746636
142,774,44,1347192
142,853,46,4905716
142,942,5,713585
142,747,38,5365182
143,769,27,3092499
143,831,26,1385878
144,536,30,1917960
144,710,40,3650560
144,681,39,4492254
144,833,16,795376
144,650,5,644155
144,991,22,2348082
144,990,7,1161923
145,786,17,2154716
145,968,10,463680
145,520,16,1730272
145,572,32,2037824
145,987,2,59632
145,910,20,1306360
145,777,49,2810738
145,916,44,3666036
146,998,7,1004878
146,901,19,1627977
146,802,14,143290
146,590,47,2495136
146,981,16,2423472
147,583,34,3551504
147,798,4,208312
147,537,20,3163440
147,793,18,1855260
147,512,45,841590
147,809,26,2176148
147,590,28,1486464
147,552,5,520370
147,760,19,989919
148,735,2,268080
148,992,24,3903312
148,780,28,2115260
148,926,18,1265022
148,610,2,305418
148,956,16,787584
148,880,35,6473040
148,521,18,2716776
149,569,19,945516
149,674,21,1989057
150,984,16,2700288
150,835,42,3500280
150,766,24,4273152
150,735,25,3351000
150,991,42,4482702
151,848,49,7109410
151,728,3,34815
152,680,41,4053629
152,961,5,368655
152,888,24,1786440
153,734,23,3875914
154,943,45,8486775
154,669,11,1717166
155,644,9,293166
155,750,9,209106
155,857,33,3000030
155,582,6,514470
155,765,8,1493272
155,851,8,409256
155,820,26,4461470
155,599,16,390208
156,890,3,417114
156,580,28,1006152
156,925,23,1086037
157,698,46,5509834
158,987,15,447240
158,550,30,5525910
159,582,35,3001075
159,864,2,283988
159,524,47,1577978
159,676,46,2237348
159,772,47,555916
159,678,15,1920495
159,993,33,2403159
160,658,24,3387048
160,545,2,296622
160,813,48,2588400
160,590,11,583968
160,610,15,2290635
160,954,48,3180672
161,714,41,8020625
161,570,18,1578762
161,577,39,661011
161,989,21,1319913
162,532,39,5120232
163,558,27,3155868
163,755,10,565140
163,986,20,1123260
163,659,11,1334487
163,730,43,7233073
163,707,20,721380
163,546,12,1613448
163,990,25,4149725
164,935,13,1883297
164,652,14,2037056
164,691,10,1054620
164,766,31,5519488
164,707,13,468897
164,972,38,2945988
165,691,11,1160082
165,702,24,2211648
165,740,42,802662
165,909,20,3081420
166,728,42,487410
166,827,32,4336032
166,924,22,3981714
166,802,49,501515
166,846,35,6213445
166,923,28,1044568
167,771,16,840528
167,805,19,1471436
168,808,13,1229215
168,513,17,2404752
168,879,47,5307052
168,776,15,1729380
168,613,4,272972
169,515,18,3276270
170,877,42,2906442
171,971,35,4820830
172,662,41,1586659
172,861,48,3330192
172,559,4,543668
172,802,41,419635
173,756,33,3241788
173,576,16,1417392
173,510,13,1116440
174,870,20,1080560
174,785,3,149427
174,946,28,819168
175,623,29,3812485
175,978,19,1981130
175,744,14,719978
175,601,36,2874096
176,735,5,670200
176,938,14,623840
176,639,36,3667140
176,857,36,3272760
176,947,3,330474
176,620,38,4763642
177,718,34,2913902
177,564,39,1138722
178,727,10,1264210
178,910,26,1698268
178,637,37,2284565
178,852,38,2466846
178,946,28,819168
178,552,38,3954812
178,886,37,3030559
179,854,1,93122
179,931,21,790272
179,673,23,2135274
179,982,22,3460886
179,549,18,1293786
179,901,22,1885026
180,876,16,464464
180,784,18,2579238
180,678,12,1536396
180,957,32,3454240
180,699,43,6331320
180,858,12,1565160
180,930,32,1994528
180,831,1,53303
180,607,15,2373240
181,843,11,2052930
181,527,22,325798
181,982,10,1573130
181,839,21,3363528
181,501,21,1518132
182,691,23,2425626
182,772,46,544088
182,568,36,405072
183,944,37,4961145
183,751,23,1459143
184,819,9,1179909
184,786,46,5830408
184,772,30,354840
184,817,35,6401640
184,565,31,4985730
184,756,29,2848844
185,949,7,1249514
185,669,2,312212
185,860,44,677952
185,610,40,6108360
185,667,18,2072034
185,523,35,2121420
185,818,42,2881032
186,854,20,1862440
186,833,14,695954
187,843,9,1679670
187,537,42,6643224
187,613,39,2661477
187,555,9,1656144
187,562,8,1471040
187,634,23,2637640
187,707,37,1334553
187,804,15,2059635
188,764,42,7998816
188,917,45,6114825
188,761,18,1337814
188,606,18,2651868
188,698,27,3234033
188,880,26,4808544
188,637,24,1481880
189,927,13,819364
189,844,24,3826872
189,970,34,1765076
189,820,23,3946685
189,879,41,4629556
189,804,48,6590832
189,512,2,37404
189,962,17,3242920
190,678,24,3072792
190,890,24,3336912
190,834,15,2295390
190,989,11,691383
190,791,36,4279392
190,598,19,1586063
191,531,24,4739256
191,526,6,125496
191,665,26,1410422
191,994,38,6151364
191,567,5,271190
191,818,26,1783496
192,633,2,281120
193,745,32,5434176
193,830,45,1082700
193,878,20,845300
193,508,38,6135328
193,668,26,380146
193,939,11,952479
194,718,9,771327
194,781,20,1843600
194,927,26,1638728
194,568,16,180032
194,544,48,2216976
194,946,45,1316520
194,719,26,2238340
194,699,13,1914120
195,920,11,1720400
196,912,28,3500924
197,765,26,4853134
198,952,44,3442736
198,926,2,140558
198,581,14,2302412
198,725,23,2901404
198,561,26,1238276
198,827,23,3116523
198,781,21,1935780
198,550,22,4052334
198,994,19,3075682
199,960,20,3324440
199,875,41,3188939
199,680,5,494345
199,531,27,5331663
199,640,34,4162552
199,529,46,8942492
200,880,20,3698880
200,733,22,3409780
200,730,11,1850321
201,777,29,1663498
201,647,27,4091850
201,875,29,2255591
201,884,41,6756062
201,503,15,2178450
201,771,9,472797
201,781,30,2765400
202,761,35,2601305
202,515,17,3094255
202,775,20,845080
202,566,29,732366
202,988,22,4200064
202,919,36,985248
202,585,35,6925520
203,789,38,703456
203,845,47,6476412
203,818,24,1646304
203,754,33,2944887
203,661,36,4948164
203,527,13,192517
203,678,26,3328858
203,933,15,977640
203,908,2,172650
204,792,48,7693824
204,593,48,3142992
204,572,43,2738326
204,703,8,1080288
204,940,26,835016
205,894,15,365730
205,778,18,542304
205,816,16,288112
205,998,42,6029268
206,658,1,141127
206,832,28,4770052
206,610,22,3359598
206,675,13,2557490
206,523,12,727344
206,933,47,3063272
206,667,27,3108051
206,695,24,351168
206,803,15,793935
207,953,32,4888512
207,805,25,1936100
207,835,46,3833640
207,580,47,1688898
207,729,15,1234545
207,539,22,702878
207,873,29,357744
207,564,22,642356
207,638,5,592320
208,844,16,2551248
208,907,16,386448
208,788,10,1754590
208,994,31,5018218
208,981,23,3483741
209,714,32,6260000
209,850,19,1472614
209,640,34,4162552
209,802,9,92115
209,945,13,1660334
209,544,45,2078415
209,893,23,3130484
209,948,27,5244615
209,531,41,8096229
210,510,12,1030560
210,712,14,1151836
210,981,18,2726406
211,991,35,3735585
211,834,33,5049858
211,974,42,1258152
211,855,11,379709
211,631,15,1338780
211,825,13,2145026
212,890,27,3754026
213,973,30,5605110
213,555,23,4232368
214,636,10,1598490
214,911,38,5391668
214,720,35,954100
214,595,36,2344428
214,857,9,818190
214,670,15,2192970
214,771,48,2521584
215,884,15,2471730
215,845,42,5787432
215,658,8,1129016
216,699,47,6920280
216,867,5,103945
216,603,22,3908476
216,918,36,4311972
216,525,45,1508580
216,589,48,9283248
216,843,23,4292490
217,790,44,6266216
217,666,44,6944080
217,928,9,1028367
217,649,38,6092692
217,595,4,260492
218,799,22,2558336
218,724,3,599184
219,513,44,6224064
219,505,12,203640
220,894,42,1024044
220,885,12,2046696
220,875,4,311116
221,604,30,4592610
221,577,12,203388
221,796,27,4527522
221,955,6,405270
222,925,44,2077636
222,833,1,49711
222,632,7,348243
222,857,32,2909120
222,740,32,611552
222,791,35,4160520
222,652,24,3492096
222,970,25,1297850
223,563,30,5848290
224,757,21,2259159
224,859,43,3496932
224,737,38,6303820
224,671,48,7017312
224,633,31,4357360
224,753,35,733390
224,973,25,4670925
225,962,33,6295080
225,669,46,7180876
225,940,19,610204
225,566,1,25254
225,835,13,1083420
226,558,16,1870144
226,657,13,1837862
227,858,44,5738920
227,602,9,1031157
227,916,35,2916165
227,613,35,2388505
227,537,30,4745160
227,970,2,103828
227,825,35,5775070
228,850,47,3642782
228,963,35,5237715
228,793,30,3092100
229,799,28,3256064
229,651,33,6397644
230,894,29,707078
230,564,34,992732
230,883,36,7065072
231,670,13,1900574
231,794,24,2154408
232,719,2,172180
232,503,5,726150
232,779,31,4147211
232,852,4,259668
233,572,4,254728
233,531,5,987345
233,723,5,845480
233,530,18,2781504
233,597,12,1349616
233,800,25,2338100
233,643,20,3031200
234,882,14,1900262
234,883,22,4317544
234,515,2,364030
235,941,9,1595844
235,650,7,901817
236,772,31,366668
237,899,27,4253850
237,627,24,2908680
238,547,37,906093
238,539,37,1182113
238,787,21,321027
238,552,19,1977406
238,840,10,777280
238,716,23,4038823
239,833,8,397688
239,793,17,1752190
239,710,21,1916544
239,861,42,2913918
239,653,37,3894509
240,676,35,1702330
240,922,13,1322763
240,925,39,1841541
240,776,13,1498796
240,825,3,495006
240,529,9,1749618
240,537,20,3163440
240,973,20,3736740
240,810,6,806700
241,596,38,5164618
242,704,33,4423617
242,737,23,3815470
242,928,9,1028367
242,670,24,3508752
242,868,44,4739680
243,741,6,1075092
243,855,12,414228
243,978,40,4170800
243,928,32,3656416
243,667,37,4259181
244,620,12,1504308
244,579,41,6068533
244,818,35,2400860
244,965,49,6671889
245,979,14,206598
245,790,25,3560350
246,602,7,802011
246,508,40,6458240
246,721,47,5761307
246,751,22,1395702
246,914,45,4521330
246,523,39,2363868
247,880,34,6288096
247,940,32,1027712
247,996,12,2196252
247,913,49,4217773
247,937,36,5572440
247,581,18,2960244
248,675,38,7475740
248,959,2,101476
248,730,19,3196009
248,845,18,2480328
248,654,8,594328
248,813,21,1132425
248,684,31,1744401
249,851,27,1381239
250,806,27,4040253
250,536,40,2557280
250,787,12,183444
250,684,9,506439
250,889,32,1620192
250,712,14,1151836
250,668,37,540977
251,946,34,994704
251,528,13,2252549
251,527,12,177708
251,831,25,1332575
251,916,36,2999484
251,688,22,3329458
251,558,35,4090940
251,825,43,7095086
251,807,45,5032530
252,604,12,1837044
252,825,15,2475030
252,821,44,4349884
252,792,2,320576
252,703,1,135036
253,869,31,2376336
253,573,1,69494
253,622,36,1394352
253,725,1,126148
253,832,9,1533231
253,759,49,8387673
254,856,40,7915640
254,601,27,2155572
254,736,7,1078826
254,503,37,5373510
254,791,48,5705856
254,732,46,3961750
254,650,25,3220775
255,911,1,141886
255,860,37,570096
255,770,21,1858017
255,587,5,261590
256,806,14,2094946
256,943,44,8298180
256,978,10,1042700
256,582,10,857450
256,555,26,4784416
256,742,18,475002
256,945,19,2426642
256,885,30,5116740
257,619,14,1116136
258,920,15,2346000
258,993,12,873876
258,821,36,3558996
258,841,23,4027024
258,727,2,252842
258,617,4,446280
258,649,42,6734028
258,866,21,1288476
259,563,2,389886
259,658,10,1411270
259,776,39,4496388
260,961,5,368655
260,545,14,2076354
260,966,44,821304
260,810,32,4302400
260,808,41,3876755
260,861,26,1803854
260,949,47,8389594
261,714,42,8216250
261,548,28,5574492
261,711,6,199650
261,508,32,5166592
261,996,27,4941567
261,623,6,788790
261,762,11,1121142
261,896,18,2001510
262,822,41,3966340
262,673,48,4456224
262,891,4,120412
262,670,5,730990
263,505,16,271520
264,907,8,193224
264,586,46,4932994
264,826,20,2822980
264,750,35,813190
264,575,33,2482095
264,843,18,3359340
265,786,37,4689676
265,706,27,3980961
266,789,14,259168
266,598,31,2587787
266,985,30,2414400
266,663,46,3849556
266,856,4,791564
267,598,26,2170402
267,527,15,222135
267,935,33,4780677
267,662,22,851378
268,573,1,69494
269,800,7,654668
269,890,35,4866330
269,663,32,2677952
269,867,38,789982
270,740,4,76444
270,547,39,955071
270,861,17,1179443
270,782,34,3330572
270,997,38,3890212
270,541,11,2052765
270,567,36,1952568
270,786,12,1520976
270,885,20,3411160
271,706,33,4865619
271,913,4,344308
272,875,40,3111160
272,589,4,773604
272,531,8,1579752
272,956,1,49224
273,894,34,828988
274,515,19,3458285
275,611,20,3269740
275,563,8,1559544
275,590,19,1008672
275,931,25,940800
275,525,19,636956
275,588,18,1447020
275,644,3,97722
275,824,24,3848496
275,631,14,1249528
276,510,7,601160
276,542,38,4496122
276,644,1,32574
276,680,22,2175118
277,627,17,2060315
277,524,16,537184
277,691,22,2320164
277,522,12,1087704
277,991,39,4162509
278,684,13,731523
278,602,42,4812066
278,812,26,4608006
278,781,4,368720
278,715,21,1227387
278,896,17,1890315
278,967,49,3320289
278,698,30,3593370
279,811,5,732435
279,791,3,356616
279,906,40,5448200
280,730,7,1177477
280,645,44,6437728
281,691,26,2742012
281,533,13,633945
281,590,32,1698816
281,527,43,636787
281,887,42,5832792
281,668,42,614082
281,586,38,4075082
282,513,18,2546208
282,805,30,2323320
283,851,21,1074297
284,602,48,5499504
284,877,6,415206
285,909,31,4776201
286,570,4,350836
286,755,2,113028
286,552,11,1144814
286,867,36,748404
286,826,19,2681831
286,526,22,460152
286,668,27,394767
287,759,35,5991195
287,907,38,917814
288,815,12,1168656
289,916,33,2749527
290,786,23,2915204
290,594,42,1258446
290,631,45,4016340
290,805,48,3717312
290,545,4,593244
290,569,42,2090088
291,512,10,187020
291,807,43,4808862
291,813,25,1348125
291,787,42,642054
292,561,25,1190650
292,918,47,5629519
293,750,22,511148
293,961,27,1990737
293,600,32,498208
293,791,10,1188720
293,602,7,802011
293,621,5,428485
293,710,10,912640
293,899,43,6774650
294,916,40,3332760
295,607,8,1265728
295,600,45,700605
295,657,32,4523968
295,894,13,316966
295,940,15,481740
295,579,12,1776156
295,618,14,2443084
295,779,49,6555269
295,978,11,1146970
296,632,24,1193976
296,503,35,5083050
296,934,31,5747369
296,861,15,1040685
297,839,29,4644872
297,888,39,2902965
297,939,43,3723327
297,564,5,145990
297,583,20,2089120
298,866,24,1472544
298,720,39,1063140
298,972,48,3721248
298,914,18,1808532
298,509,6,168102
298,973,42,7847154
298,532,30,3938640
299,599,3,73164
300,754,11,981629
300,626,10,671080
300,745,25,4245450
300,555,6,1104096
300,953,1,152766
300,777,10,573620
301,669,36,5619816
301,535,33,1818498
301,957,2,215890
301,896,36,4003020
302,598,1,83477
302,862,22,771166
302,747,47,6635883
302,563,20,3898860
303,861,22,1526338
303,774,46,1408428
303,776,12,1383504
303,730,14,2354954
303,973,48,8968176
303,910,37,2416766
303,765,40,7466360
303,712,15,1234110
304,886,36,2948652
304,739,13,1122199
305,629,49,2286732
305,880,39,7212816
306,782,12,1175496
306,517,32,5448352
306,971,9,1239642
306,584,38,2409694
